area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Total,County,31059,Fillmore County,"Fillmore, NE",3830,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7979,0.7052
Total,County,31059,Fillmore County,"Fillmore, NE",3830,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7979,0.7052
Total,County,31061,Franklin County,"Franklin, NE",2338,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7943,0.6407
Total,County,31061,Franklin County,"Franklin, NE",2338,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7305,0.6407
Total,County,31063,Frontier County,"Frontier, NE",2155,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6705,0.0942
Total,County,31063,Frontier County,"Frontier, NE",2155,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4172,0.0942
Total,County,31065,Furnas County,"Furnas, NE",3385,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6620,0.6620
Total,County,31065,Furnas County,"Furnas, NE",3385,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6620,0.6620
Total,County,31067,Gage County,"Gage, NE",12731,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8225,0.8063
Total,County,31067,Gage County,"Gage, NE",12731,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8185,0.8065
Total,County,31069,Garden County,"Garden, NE",1641,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3821,0.3595
Total,County,31069,Garden County,"Garden, NE",1641,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3821,0.3595
Total,County,31071,Garfield County,"Garfield, NE",1255,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9363,0.9363
Total,County,31071,Garfield County,"Garfield, NE",1255,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9363,0.9363
Total,County,31073,Gosper County,"Gosper, NE",1502,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6152,0.3289
Total,County,31073,Gosper County,"Gosper, NE",1502,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3708,0.3289
Total,County,31075,Grant County,"Grant, NE",511,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0020,0.0000
Total,County,31075,Grant County,"Grant, NE",511,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0,0.0000
Total,County,31077,Greeley County,"Greeley, NE",1617,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4329,0.2455
Total,County,31077,Greeley County,"Greeley, NE",1617,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4329,0.2455
Total,County,31079,Hall County,"Hall, NE",30051,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9524,0.8852
Total,County,31079,Hall County,"Hall, NE",30051,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9223,0.8859
Total,County,31081,Hamilton County,"Hamilton, NE",5392,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9824,0.9267
Total,County,31081,Hamilton County,"Hamilton, NE",5392,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9824,0.9267
Total,County,31083,Harlan County,"Harlan, NE",3016,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8064,0.8064
Total,County,31083,Harlan County,"Harlan, NE",3016,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8064,0.8064
Total,County,31085,Hayes County,"Hayes, NE",668,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3503,0.3338
Total,County,31085,Hayes County,"Hayes, NE",668,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3368,0.3338
Total,County,31087,Hitchcock County,"Hitchcock, NE",2183,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0939,0.0939
Total,County,31087,Hitchcock County,"Hitchcock, NE",2183,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0939,0.0939
Total,County,31089,Holt County,"Holt, NE",8119,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5628,0.5184
Total,County,31089,Holt County,"Holt, NE",8119,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5628,0.5184
Total,County,31091,Hooker County,"Hooker, NE",529,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7410,0.0000
Total,County,31091,Hooker County,"Hooker, NE",529,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1834,0.0000
Total,County,31093,Howard County,"Howard, NE",3547,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5574,0.2605
Total,County,31093,Howard County,"Howard, NE",3547,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3330,0.2625
Total,County,31095,Jefferson County,"Jefferson, NE",4652,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7653,0.6328
Total,County,31095,Jefferson County,"Jefferson, NE",4652,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7264,0.6333
Total,County,31097,Johnson County,"Johnson, NE",2944,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6175,0.4766
Total,County,31097,Johnson County,"Johnson, NE",2944,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6056,0.4813
Total,County,31099,Kearney County,"Kearney, NE",3760,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7234,0.6114
Total,County,31099,Kearney County,"Kearney, NE",3760,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6415,0.6120
Total,County,31101,Keith County,"Keith, NE",7177,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8267,0.6988
Total,County,31101,Keith County,"Keith, NE",7177,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7273,0.6988
Total,County,31103,Keya Paha County,"Keya Paha, NE",726,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9421,0.0124
Total,County,31103,Keya Paha County,"Keya Paha, NE",726,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9339,0.0041
Total,County,31105,Kimball County,"Kimball, NE",2460,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4821,0.0000
Total,County,31105,Kimball County,"Kimball, NE",2460,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1435,0.0000
Total,County,31107,Knox County,"Knox, NE",5898,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5631,0.4040
Total,County,31107,Knox County,"Knox, NE",5898,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5629,0.4037
Total,County,31109,Lancaster County,"Lancaster, NE",153079,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9744,0.9355
Total,County,31109,Lancaster County,"Lancaster, NE",153079,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9714,0.9356
Total,County,31111,Lincoln County,"Lincoln, NE",19438,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8273,0.7419
Total,County,31111,Lincoln County,"Lincoln, NE",19438,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7609,0.7421
Total,County,31113,Logan County,"Logan, NE",456,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8224,0.8224
Total,County,31113,Logan County,"Logan, NE",456,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8224,0.8224
Total,County,31115,Loup County,"Loup, NE",524,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8569,0.8569
Total,County,31115,Loup County,"Loup, NE",524,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8569,0.8569
Total,County,31117,McPherson County,"McPherson, NE",316,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2943,0.2943
Total,County,31117,McPherson County,"McPherson, NE",316,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2943,0.2943
Total,County,31119,Madison County,"Madison, NE",18095,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8707,0.7344
Total,County,31119,Madison County,"Madison, NE",18095,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8770,0.8043
Total,County,31121,Merrick County,"Merrick, NE",4582,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6087,0.3861
Total,County,31121,Merrick County,"Merrick, NE",4582,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5731,0.3861
Total,County,31123,Morrill County,"Morrill, NE",3046,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4813,0.2850
Total,County,31123,Morrill County,"Morrill, NE",3046,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3352,0.2850
Total,County,31125,Nance County,"Nance, NE",2229,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6110,0.0386
Total,County,31125,Nance County,"Nance, NE",2229,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6110,0.0386
Total,County,31127,Nemaha County,"Nemaha, NE",4472,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5859,0.5689
Total,County,31127,Nemaha County,"Nemaha, NE",4472,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5856,0.5700
Total,County,31129,Nuckolls County,"Nuckolls, NE",3095,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7603,0.6417
Total,County,31129,Nuckolls County,"Nuckolls, NE",3095,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7603,0.6417
Total,County,31131,Otoe County,"Otoe, NE",8543,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8214,0.5344
Total,County,31131,Otoe County,"Otoe, NE",8543,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7634,0.5407
Total,County,31133,Pawnee County,"Pawnee, NE",2093,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7860,0.4099
Total,County,31133,Pawnee County,"Pawnee, NE",2093,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7883,0.4114
Total,County,31135,Perkins County,"Perkins, NE",1802,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5006,0.0566
Total,County,31135,Perkins County,"Perkins, NE",1802,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4234,0.0566
Total,County,31137,Phelps County,"Phelps, NE",5259,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8583,0.7585
Total,County,31137,Phelps County,"Phelps, NE",5259,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7827,0.7587
Total,County,31139,Pierce County,"Pierce, NE",4056,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7096,0.4344
Total,County,31139,Pierce County,"Pierce, NE",4056,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6603,0.3851
Total,County,31141,Platte County,"Platte, NE",17240,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8891,0.7859
Total,County,31141,Platte County,"Platte, NE",17240,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8900,0.8092
Total,County,31143,Polk County,"Polk, NE",3613,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7180,0.6543
Total,County,31143,Polk County,"Polk, NE",3613,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7180,0.6543
Total,County,31145,Red Willow County,"Red Willow, NE",6454,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8274,0.6718
Total,County,31145,Red Willow County,"Red Willow, NE",6454,B,Any Technology,1.0000,1.0000,1.0000,0.9998,0.8274,0.6718
Total,County,31147,Richardson County,"Richardson, NE",5298,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9215,0.1300
Total,County,31147,Richardson County,"Richardson, NE",5298,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9207,0.1302
Total,County,31149,Rock County,"Rock, NE",1193,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0126,0.0126
Total,County,31149,Rock County,"Rock, NE",1193,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0134,0.0134
Total,County,31151,Saline County,"Saline, NE",7271,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8834,0.7099
Total,County,31151,Saline County,"Saline, NE",7271,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8832,0.7099
Total,County,31153,Sarpy County,"Sarpy, NE",85374,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9706,0.8031
Total,County,31153,Sarpy County,"Sarpy, NE",85374,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6482,0.3710
Total,County,31155,Saunders County,"Saunders, NE",12016,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5391,0.3632
Total,County,31155,Saunders County,"Saunders, NE",12016,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4408,0.3633
Total,County,31157,Scotts Bluff County,"Scotts Bluff, NE",20117,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8972,0.7210
Total,County,31157,Scotts Bluff County,"Scotts Bluff, NE",20117,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8617,0.7210
Total,County,31159,Seward County,"Seward, NE",8494,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6227,0.6157
Total,County,31159,Seward County,"Seward, NE",8494,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6191,0.6157
Total,County,31161,Sheridan County,"Sheridan, NE",3552,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5963,0.4817
Total,County,31161,Sheridan County,"Sheridan, NE",3552,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.5963,0.4817
Total,County,31163,Sherman County,"Sherman, NE",2547,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4947,0.2250
Total,County,31163,Sherman County,"Sherman, NE",2547,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3785,0.3361
Total,County,31165,Sioux County,"Sioux, NE",1055,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3981,0.1005
Total,County,31165,Sioux County,"Sioux, NE",1055,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3972,0.1005
Total,County,31167,Stanton County,"Stanton, NE",3144,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7818,0.7176
Total,County,31167,Stanton County,"Stanton, NE",3144,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7828,0.7185
Total,County,31169,Thayer County,"Thayer, NE",3579,R,Any Technology,1.0000,1.0000,1.0000,0.9997,0.7357,0.6588
Total,County,31169,Thayer County,"Thayer, NE",3579,B,Any Technology,1.0000,1.0000,1.0000,0.9997,0.7357,0.6588
Total,County,31171,Thomas County,"Thomas, NE",533,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0,0.0000
Total,County,31171,Thomas County,"Thomas, NE",533,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0,0.0000
Total,County,31173,Thurston County,"Thurston, NE",3314,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3310,0.1844
Total,County,31173,Thurston County,"Thurston, NE",3314,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2046,0.0549
Total,County,31175,Valley County,"Valley, NE",2746,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6730,0.2629
Total,County,31175,Valley County,"Valley, NE",2746,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.3933,0.2735
Total,County,31177,Washington County,"Washington, NE",10199,R,Any Technology,1.0000,1.0000,1.0000,0.9999,0.6661,0.6596
Total,County,31177,Washington County,"Washington, NE",10199,B,Any Technology,1.0000,1.0000,1.0000,0.9999,0.4945,0.4840
Total,County,31179,Wayne County,"Wayne, NE",4915,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7359,0.7046
Total,County,31179,Wayne County,"Wayne, NE",4915,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6545,0.6232
Total,County,31181,Webster County,"Webster, NE",2457,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9341,0.8323
Total,County,31181,Webster County,"Webster, NE",2457,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9341,0.8323
Total,County,31183,Wheeler County,"Wheeler, NE",684,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4401,0.4401
Total,County,31183,Wheeler County,"Wheeler, NE",684,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4401,0.4401
Total,County,31185,York County,"York, NE",8501,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6918,0.6713
Total,County,31185,York County,"York, NE",8501,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6894,0.6873
Total,County,32001,Churchill County,"Churchill, NV",12546,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8155,0.8082
Total,County,32001,Churchill County,"Churchill, NV",12546,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6982,0.6982
Total,County,32003,Clark County,"Clark, NV",1021335,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9907,0.6941
Total,County,32003,Clark County,"Clark, NV",1021335,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9886,0.9386
Total,County,32005,Douglas County,"Douglas, NV",27109,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9134,0.8752
Total,County,32005,Douglas County,"Douglas, NV",27109,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6795,0.6793
Total,County,32007,Elko County,"Elko, NV",25405,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7748,0.6050
Total,County,32007,Elko County,"Elko, NV",25405,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7187,0.6050
Total,County,32009,Esmeralda County,"Esmeralda, NV",752,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0040,0.0040
Total,County,32009,Esmeralda County,"Esmeralda, NV",752,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0040,0.0040
Total,County,32011,Eureka County,"Eureka, NV",1191,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0,0.0000
Total,County,32011,Eureka County,"Eureka, NV",1191,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0,0.0000
Total,County,32013,Humboldt County,"Humboldt, NV",9100,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8929,0.1467
Total,County,32013,Humboldt County,"Humboldt, NV",9100,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8929,0.8929
Total,County,32015,Lander County,"Lander, NV",3156,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8108,0.0000
Total,County,32015,Lander County,"Lander, NV",3156,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8108,0.8108
Total,County,32017,Lincoln County,"Lincoln, NV",2631,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0,0.0000
Total,County,32017,Lincoln County,"Lincoln, NV",2631,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0,0.0000
Total,County,32019,Lyon County,"Lyon, NV",27685,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9963,0.7748
Total,County,32019,Lyon County,"Lyon, NV",27685,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9963,0.9963
Total,County,32021,Mineral County,"Mineral, NV",2892,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6248,0.6248
Total,County,32021,Mineral County,"Mineral, NV",2892,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0813,0.0813
Total,County,32023,Nye County,"Nye, NV",27190,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.4497,0.1438
Total,County,32023,Nye County,"Nye, NV",27190,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1662,0.1438
Total,County,32027,Pershing County,"Pershing, NV",2539,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2087,0.0000
Total,County,32027,Pershing County,"Pershing, NV",2539,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2087,0.2087
Total,County,32029,Storey County,"Storey, NV",2470,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9425,0.2660
Total,County,32029,Storey County,"Storey, NV",2470,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.7676,0.7603
Total,County,32031,Washoe County,"Washoe, NV",235964,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9626,0.9594
Total,County,32031,Washoe County,"Washoe, NV",235964,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6715,0.6710
Total,County,32033,White Pine County,"White Pine, NV",4846,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0023,0.0023
Total,County,32033,White Pine County,"White Pine, NV",4846,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.0120,0.0120
Total,County,32510,Carson City,"Carson City, NV",28934,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9872,0.9220
Total,County,32510,Carson City,"Carson City, NV",28934,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9870,0.9870
Total,County,33001,Belknap County,"Belknap, NH",45337,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9607,0.6761
Total,County,33001,Belknap County,"Belknap, NH",45337,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9704,0.6688
Total,County,33003,Carroll County,"Carroll, NH",47010,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9037,0.2471
Total,County,33003,Carroll County,"Carroll, NH",47010,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.2978,0.0698
Total,County,33005,Cheshire County,"Cheshire, NH",40663,R,Any Technology,1.0000,1.0000,1.0000,0.9960,0.9200,0.7189
Total,County,33005,Cheshire County,"Cheshire, NH",40663,B,Any Technology,1.0000,1.0000,1.0000,0.9720,0.3588,0.1045
Total,County,33007,Coos County,"Coos, NH",24553,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6244,0.3562
Total,County,33007,Coos County,"Coos, NH",24553,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.1902,0.0640
Total,County,33009,Grafton County,"Grafton, NH",61586,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9055,0.5208
Total,County,33009,Grafton County,"Grafton, NH",61586,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.6716,0.5013
Total,County,33011,Hillsborough County,"Hillsborough, NH",197911,R,Any Technology,1.0000,1.0000,1.0000,0.9993,0.9912,0.8372
Total,County,33011,Hillsborough County,"Hillsborough, NH",197911,B,Any Technology,1.0000,1.0000,1.0000,0.9990,0.9713,0.6852
Total,County,33013,Merrimack County,"Merrimack, NH",71312,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9716,0.6824
Total,County,33013,Merrimack County,"Merrimack, NH",71312,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9734,0.6232
Total,County,33015,Rockingham County,"Rockingham, NH",159153,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9947,0.8493
Total,County,33015,Rockingham County,"Rockingham, NH",159153,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9925,0.7039
Total,County,33017,Strafford County,"Strafford, NH",64001,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9882,0.7416
Total,County,33017,Strafford County,"Strafford, NH",64001,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9793,0.7121
Total,County,33019,Sullivan County,"Sullivan, NH",25405,R,Any Technology,1.0000,1.0000,1.0000,1.0000,0.9184,0.2564
Total,County,33019,Sullivan County,"Sullivan, NH",25405,B,Any Technology,1.0000,1.0000,1.0000,1.0000,0.8434,0.1120
